,angel,convertible_note,debt_financing,equity_crowdfunding,grant,non_equity_assistance,post_ipo_debt,post_ipo_equity,private_equity,product_crowdfunding,secondary_market,seed,undisclosed,venture
62803,,,,,,,,,,,,,,1700000
62804,,,,,,,,,,,,,,2300000
62805,,,,,,,,,,,,250000,,
62806,,,,,,,,,,,,,,25000000
62807,,,,,,,,,,,,,,5000000
62808,,,,,,,,,,,,,,1362814
62809,,,,,,,,,,,,,,
62810,,,,,,,,,,,,1000000,,
62811,,500000,,,,,,,,,,,,
62812,,,,,,,,,,,,,,8653237
62813,,,,,,,,,,,,,,6600000
62814,,,,,,,,,,,,805000,,
62815,,,,,,,,,,,,2000000,,
62816,,,,,,,,,,,,,,180000
62817,,,,,,,,,,,,,,
62818,,,,,,,,,,,,227064,,
62819,,,1500000,,,,,,,,,,,
62820,,,,,,,,,,,,,,6000000
62821,,,,,,,,,,,,,,1000000
62822,,,,,,,,,,,,,,1500000
62823,,,,,,,,,,,,,,3970000
62824,,,,,,,,,,,,,250000,
62825,,,,,,,,,,,,,200000,
62826,,,,,,,,,,,,,,2500000
62827,,,,,,,,,,,,,,2500000
62828,,,,,,,,,,,,,,1302500
62829,,,,,,,,,,,,3500000,,
62830,,,,,,,,,,,,,,525000
62831,,,,,,,,,,,,,,586200
62832,,,,,,,,,,,,,,
62833,,,2800000,,,,,,,,,,,
62834,,,,,,,,,,,,,,4800000
62835,,,,,,,,,,,,,,
62836,,,,,,,,,,,,,,
62837,,,,,,,,,,,,,,10000000
62838,,,,,,,,,,,,,,6000000
62839,,,,,,,,,,,,,,
62840,,,,,,,,,,,,,,2000000
62841,,,,,,,,,,,,750000,,
62842,,,,,,,,11750000,,,,,,
62843,,,,,,,,,,,,,,
62844,,,,,,,,,,,,718350,,
62845,,,,,,,,,,,,350000,,
62846,,,,,,,,,,,,400000,,
62847,,,,,,,,,,,,,,
62848,,,,,,,,,,,,,,
62849,,,,,,,,,,,,200000,,
62850,,,,750000,,,,,,,,,,
62851,,,,200000,,,,,,,,,,
62852,,,,,,,,,,,,,,
62853,,,,,,,,,,,,100000,,
62854,,,,,,,,,,,,,,
62855,,,,,,,,,,,,,,1429755
62856,,,,,,,,,,,,,,
62857,,,,,,,,,,,,,,19674696
62858,,,,,,,,,,,,,,40099568
62859,,,,,,,,,,,,,,17000000
62860,,,,,,,,,,,,,,59833258
62861,,,,,,,,,,,,,,10976725
62862,,48059,,,,,,,,,,,,
62863,,,,,,,,,,,,,,2962730
62864,,,,,,,,,,,,,,7501113
62865,,,,,,,,,,,,350000,,
62866,,,,,,,,,,,,,,18000000
62867,,,5000000,,,,,,,,,,,
62868,,,,,,,,,,,,400000,,
62869,220000,,,,,,,,,,,,,
62870,,,,,,,,,,,,1000000,,
62871,,,,,,,,,,,,,,500000
62872,,,,,,,,,,,,,,1000000
62873,,,,,,,,,,,,,,1065000
62874,,,,,,,,,,,,,,
62875,,,,,,,,,,,,,,
62876,,,,,,,,,,,,145390,,
62877,,,,,,,,,,,,,,
62878,,,,,,,,,,,,,,
62879,,,,,,,,,,,,,,3076171
62880,,,,,,,,,,,,100000,,
62881,,,,,,,,,,,,,,115000
62882,,,,,,,,,,,,,,250000
62883,,,,,,,,,,,,,,10000000
62884,,,,,,,,,,,,,,5000000
62885,,,,,,,,,,,,,,112500
62886,2500000,,,,,,,,,,,,,
62887,,,50000,,,,,,,,,,,
62888,,,250000,,,,,,,,,,,
62889,,,217973,,,,,,,,,,,
62890,,,,,,,,,,,,,,
62891,,,,,,,,,,,,,,175000
62892,,,,,,,,,,,,,,21300000
62893,,,,,,,,,,,,,,6280000
62894,,,,,,,,,,,,,,
62895,,,,,,,,,,,,50000,,
62896,,,,,,,,,,,,10000,,
62897,,,,,,,,,,,,,,224000
62898,,,,,,,,,,,,1000000,,
62899,,,,,,,,,,,,1000000,,
62900,,,,,400000,,,,,,,,,
62901,,,,,,,,,,,,,,
62902,,,,,,,,,,,,,,
62903,,,,,,,,,,,,,,558288
62904,,,,,,,,,,,,,,5000000
62905,,,,100000,,,,,,,,,,
62906,,,,,,,,,,,,,,280000
62907,,,,5000,,,,,,,,,,
62908,,,,,,,,,,,,,,15000000
62909,,,,,,,,,,,,,,
62910,,,,,,,,,,,,,,13500000
62911,,,,,,,,,8500000,,,,,
62912,,,,,,,,,,,,,,7000000
62913,,,4537399,,,,,,,,,,,
62914,,,,,,,,,,,,,,6000000
62915,,,,,,,,,,,,,,11000000
62916,,,,,,,,,,,,,,
62917,,,,,,,,,,,,400000,,
62918,,,,,,,,,,,,,,6960000
62919,,,,,,,,,,,,,,
62920,,,,,,,,,,,,,,
62921,,,,,,,,,,,,,425000,
62922,,,,,,,,,,,,,,1000000
62923,,,,,,,,,,,,,,1500000
62924,,,,,,,,,,,,,,1034001
62925,,,,,,,,,,,,1475000,,
62926,,,,,,,,,,,,,,6000000
62927,,,,,,,,,,,,,,
62928,,,,,,,,,,,,,,
62929,,,,,,,,,,,,650000,,
62930,,,,,,,,,,,,,,541080
62931,250000,,,,,,,,,,,,,
62932,,,,,,,,,,,,,,270000
62933,,,,,,,,,,,,,,
62934,,,,,,,,,,,,2000000,,
62935,,,,,,,,,,,,18000,,
62936,,,,,,,,,,,,50000,,
62937,,243000,,,,,,,,,,,,
62938,,,,,,,,,,,,,,20000000
62939,,,,,,,,,,,,,,40000000
62940,,,,,,,,,,,,,,8800000
62941,,,,,,,,,,,,,,48000000
62942,,,,,,,,,,,,,,11000000
62943,,,,,,,,,,,,500000,,
62944,,,,,,,,,,,,500000,,
62945,,,,,,,,,,,,,,16000000
62946,,,,,,,,,,,,,,
62947,,,,,,,,,,,,,,4700000
62948,,,,,,,,,,,,4500000,,
62949,,,,,,,,,,,,,,5000000
62950,,,,,,,,,,,,3791750,,
62951,,,,,,,,,,,,,,
62952,,575000,,,,,,,,,,,,
62953,,,,,,,,,,,,1700000,,
62954,,,,,,,,,,,,,,
62955,,,,,,,,,,,,,,7520000
62956,30000,,,,,,,,,,,,,
62957,,,3080005,,,,,,,,,,,
62958,,,,,,,,,,,,,,
62959,,,,,,,,,,,,1210000,,
62960,,,,,,,,,,,,1810000,,
62961,,,,,,,,,,,,1000000,,
62962,,,,,,,,,,,,,,5000000
62963,,,805000,,,,,,,,,,,
62964,,,,,,,,,,,,,,1200000
62965,,,,,,,,,,,,800000,,
62966,,,,,,,,,,,,,,6000000
62967,,,,,,,,,,,,,,3000000
62968,,,,,,,,,,,,1300000,,
62969,,,,,,,,,,,,15000,,
62970,,,,,,,,,,,,,,2888200
62971,,,,,,,,,,,,,,8600000
62972,,,,,,,,,,,,,,3000000
62973,,,,,,,,,,,,,,2300000
62974,,,,,,,,,,,,28000,,
62975,,,,,,,,,,,,3000000,,
62976,,,,,,,,,,,,40000,,
62977,,,,,,,,,,,,,,
62978,,,,,,,,,,,,,,8916600
62979,,,,,,,,,,,,,,6000000
62980,,,,,,,,,,,,,,5440000
62981,,,,,,,,,,,,,,
62982,,,,,,,,,,,,,,14000000
62983,,,,,,,,,,,,9000,,
62984,,,3362914,,,,,,,,,,,
62985,,,,,,,,,,,,,,4000000
62986,,,1000000,,,,,,,,,,,
62987,,,,,,,,,,,,,,17000000
62988,,,,,,,,,,,,,,23000000
62989,,,,,,,,,,,,95359,,
62990,,,,,,,,,,,,,,
62991,,,,,,,,,,,,,,
62992,,,,,,,,,,,,,,
62993,,,,,,,,,,,,,,6000000
62994,,,,,,,,,,,,1500000,,
62995,,,,,,,,,100000000,,,,,
62996,,,,,,,,,400000000,,,,,
62997,,,,,,,,,15000000,,,,,
62998,,,,,,,,,,,,,,1500000
62999,,,,,,,,,,,,600000,,
63000,,,,,,,,,,,,,,
63001,,,,,,,,,,,,,,
63002,,,,,,,,,,,,,,
63003,,,,,,,,,,,,,,
63004,,,,,,,,,,,,,,10000
63005,,,,,,,,,,,,,,1200000
63006,,,,,,,,,,,,,,12100000
63007,,,,,,,,,,,,30290,,
63008,,,325000000,,,,,,,,,,,
63009,,,,,,,,,100000000,,,,,
63010,,,,,,,,,,,,,,
63011,,,,,,,,,,,,80000,,
63012,,,,,,,,,,,,,,
63013,100000,,,,,,,,,,,,,
63014,,,,,,,,,,,,200000,,
63015,,,,,,,,,,,,102076,,
63016,,,,,,,,,,,,49618,,
63017,280000,,,,,,,,,,,,,
63018,,,,,,,,,,,,75000,,
63019,1453010,,,,,,,,,,,,,
63020,653510,,,,,,,,,,,,,
63021,590000,,,,,,,,,,,,,
63022,,,,,,,,,,,,1200000,,
63023,,,,,,,,,,,,100000,,
63024,,,,,,,,,,,,50000,,
63025,,,,,,,,,,,,200000,,
63026,1130000,,,,,,,,,,,,,
63027,,,,,,,,,,,,400000,,
63028,,,,,,,,,,,,,,2000000
63029,,,,,,,,,,,,,,
63030,,,,,,,,,,,,,,10000000
63031,367800,,,,,,,,,,,,,
63032,,,,,,,,,,,,,,3400000
63033,,,,,,,,,,,,,,10000
63034,,,,,,,,,,,,15000,,
63035,350000,,,,,,,,,,,,,
63036,,,,,,,,,,,,500000,,
63037,,,,,,,,,,,,946000,,
63038,,,,,,,,,,,,20000,,
63039,,,,,,,,,,,,,,
63040,,,,,,,,,,,,,,932866
63041,,,,,,,,,,,,,,1425000
63042,,,3000000,,,,,,,,,,,
63043,,,868608,,,,,,,,,,,
63044,,,,,,,,,,,,,,3708060
63045,,,,,,,,,,,,,,3900000
63046,,,,,,,,,,,,40000,,
63047,,,,,,,,,,,,1000000,,
63048,,,,,,,,,,,,,,1300000
63049,,,,,,,,,,,,,,3100000
63050,,,,,,,,,,,,,,
63051,,,,,,,,,,,,,,5000000
63052,,,,,,,,,,,,,,12000000
63053,,,3000000,,,,,,,,,,,
63054,,,,,,,,,,,,,,5000000
63055,,,,,,,,,,,,,,3000000
63056,,,,,,,,,,,,,,5000000
63057,,,,,,,,,,,,,,6428600
63058,,,,,,,,15000000,,,,,,
63059,,,,,,,,,,,,,,2210000
63060,,,250000,,,,,,,,,,,
63061,,,,,,,,,,,,,,4200000
63062,100000,,,,,,,,,,,,,
63063,,,,,,,,,,,,500000,,
63064,,,,,,,,,,,,1000000,,
63065,,,,,,,,,,,,218910,,
63066,,,,,,,,,,,,203656,,
63067,,,,,,,,,,,,206611,,
63068,,,,,,,,,,,,468626,,
63069,,,,,,,,,,,,,,
63070,,,,,,,,,,,,,,8300000
63071,,,,,,,,,,,,18885,,
63072,,,,,,,,,,,,,,
63073,,,,,,,,,,,,,,6300000
63074,,,,,,,,,,,,,,15000000
63075,,,,,,,,,,,,,,5000000
63076,,,,,,,,,,,,,,70000000
63077,,,,,,,,,16499000,,,,,
63078,,,,,,,,,,,,,,30000000
63079,,,,,,,,,,,,,,
63080,,,,,,,,,,,,,,10000000
63081,,,,,,,,,,,,,,10220000
63082,,,,,,,,,,,,,,
63083,,,,,,,,,,,,,,5000000
63084,,,,,,,,,,,,,,
63085,,,,,,,,,,,,,,3500000
63086,,,,,,,,,,,,500000,,
63087,,,,,,,,,,,,500000,,
63088,,,,,,,,,,,,100000,,
63089,,,,,,,,,,,,,,10000
63090,,,,,,,,,,,,,,125000
63091,,,,,,,,,,,,,,17188
63092,,,138113,,,,,,,,,,,
63093,,,,,,,,,,,,348091,,
63094,,,79399,,,,,,,,,,,
63095,,,362035,,,,,,,,,,,
63096,,,645418,,,,,,,,,,,
63097,,,287005,,,,,,,,,,,
63098,,,140000,,,,,,,,,,,
63099,37749,,,,,,,,,,,,,
63100,,,525775,,,,,,,,,,,
63101,,,,,,,,,,,,429100,,
63102,,,173357,,,,,,,,,,,
63103,,,126346,,,,,,,,,,,
63104,,,,,,,,,,,,968172,,
63105,,,192992,,,,,,,,,,,
63106,,,,,229846,,,,,,,,,
63107,,,161922,,,,,,,,,,,
63108,,,,,135000,,,,,,,,,
63109,,,,,,,,,,,,,,10917805
63110,,,,,,,,6551350,,,,,,
63111,,,,,,,,,,,,,,11000000
63112,,,,,,,,,,,,500000,,
63113,,,,,,,,,,,,,,1500000
63114,,,,,,,,,,,,,,6000000
63115,,,,,,,,,,,,,,10000000
63116,,,,,,,,,,,,,,8000000
63117,,,,,,,,,,,,1300000,,
63118,,,,,,,,,,,,375000,,
63119,,,,,,,,,,,,72469,,
63120,,,,,,,,,,,,1500000,,
63121,,,,,45000,,,,,,,,,
63122,,,,,,,,,,,,,,22000000
63123,,,,,,,,,,,,,,60000000
63124,,,,,,,,,,,,,,4000000
63125,,,,,,,,,,,,,,
63126,,,,,,,,,,,,900000,,
63127,500000,,,,,,,,,,,,,
63128,,,,,,,,,2100000,,,,,
63129,,,,,,,,,,,,1450000,,
63130,,,,,,,,,20000000,,,,,
63131,,,,,,,,,,,,,,1000000
63132,500000,,,,,,,,,,,,,
63133,,,,,,,,,,,,,,5700000
63134,,,,,,,,,,,,,,1530000
63135,,,,,,,,,,,,,,7500000
63136,,,,,,,,,,,,,,2650000
63137,,,,,,,,,,,,,,
63138,,,,,,,,,,,,,,250000
63139,3000000,,,,,,,,,,,,,
63140,200000,,,,,,,,,,,,,
63141,200000,,,,,,,,,,,,,
63142,,,,,,,,,,,,500000,,
63143,,,,,,,,,,,,60000,,
63144,,,,,,,,,,,,,,
63145,,,,,,,,,,,,,,
63146,,,,,,,,,,,,,,
63147,,,,,,,,,,,,,,
63148,,,,,,,,,,,,,,10000000
63149,,,,,,,,,,,,,,
63150,,,,,,,,,,,,,,
63151,,,,,,,,,,,,,,1000000
63152,,,,,,,,,,,,790145,,
63153,70000,,,,,,,,,,,,,
63154,,,,,,,,,,,,50000,,
63155,,,,,,,,,,,,,,3500000
63156,,,,,,,,,,,,126080,,
63157,,,,,,,,,,,,575000,,
63158,,,,,,,,,,,,,,
63159,,,,,,,,,,,,,,5000000
63160,,150000,,,,,,,,,,,,
63161,,,,,,,,,,,,,,
63162,,,,,,,,,,,,,,2000000
63163,,,,,,,,,,,,,,
63164,,,,,,,,,,,,,,
63165,,,,,,,,,,,,,,
63166,,,,,,,,,,,,,,
63167,,,,,,,,,,,,,,500000
63168,,,,,,,,,,,,,10000000,
63169,,,,,,,,,,,,,,60000000
63170,,,,,,,,,,,,,,10000000
63171,,,,,,,,,,,,,,1620000
63172,,,,,,,,,,,,,,
63173,,,,,,,,,,,,20000,,
63174,822000,,,,,,,,,,,,,
63175,,,,,,,,,,,,75000,,
63176,,,,,,,,,,,,,,4000000
63177,,,,,,,,,,,,,,7000000
63178,,,4474071,,,,,,,,,,,
63179,,,,,,,,,,,,,,
63180,,,,,,,,,,,,,,14763004
63181,,,,,,,,,,,,,,15000000
63182,,,,,,,,,,,,,,25000000
63183,,,,,,,,,,,,,,3500000
63184,,,1940219,,,,,,,,,,,
63185,,,,,,,,,,,,,,3250000
63186,,,,,,,,,,,,,,3000000
63187,,,,,,,,,,,,,,10000000
63188,,,,,,,,,,,,,,
63189,,,,,,,,,,,,,,4100000
63190,,,,,,,,,,,,,,1000000
63191,162425,,,,,,,,,,,,,
63192,,,,,,,,,,,,,,
63193,,,,,,,,,,,,,,1005120
63194,,,,,,,,,,,,,,1508497
63195,,,,,,,,,,,,,,603154
63196,,,,,,,,,,,,,,8000000
63197,,,,,,,,,,,,,,
63198,,,,,,,,,,,,,,
63199,,,,,,,,,,,,,,4000000
63200,,,,,,,,,,,,,,10000000
63201,293997,,,,,,,,,,,,,
63202,,,,,,,,,,,,135121,,
63203,,,,,,,,,,,,400000,,
63204,,,,,,,,,,,,20000,,
63205,264707,,,,,,,,,,,,,
63206,,,,,,,,,,,,,,2275830
63207,,,,,,,,,,,,,,4000000
63208,,,,,,,,,,,,,,3000000
63209,,,,,,,,,,,,,,3500000
63210,,,,,,,,,,,,,,5550500
63211,,,50000000,,,,,,,,,,,
63212,,,,,,,,,,,,,,5613247
63213,,,,,,,,,750000000,,,,,
63214,,,,,,,,,,,,,,10000000
63215,,,,,,,,,,,,,,36000000
63216,,,,,,,,,,,,,,10806309
63217,,,,,,,,,,,,,,60000000
63218,,,,,,,,,,,,,,21607906
63219,83629,,,,,,,,,,,,,
63220,,,,,,,,,,,,120000,,
63221,,,,,,,,,,,,,,
63222,,,,,,,,,,,,,,
63223,,,,,,,,,,,,,,687708
63224,,,,,,,,,,,,,,250000
63225,,,,,,,,,,,,,,2000000
63226,,,,,,,,,,,,,,1000000
63227,,,,,,,,,,,,,,5500000
63228,,,,,,,,,,,,,,1310000
63229,,,,,,,,,,,,,,
63230,,,,,,,,,,,,,,
63231,,,,,,,,,,,,300000,,
63232,,,,,,,,,,318244,,,,
63233,,,,,,,,,,,,,,
63234,,,,,,,,,,,,1566772,,
63235,,,,,,,,,,,,,,2500000
63236,,,,,,,,,,,,,,2084701
63237,,,,,,,,,,,,,,19800000
63238,,,,,,,,,,,,,,15000000
63239,,,,,,,,,,,,,,25000000
63240,,,,,,,,,,,,,,13300000
63241,,,,,,,,,,,,1055000,,
63242,,,,,,,,,,,,40000,,
63243,,,,,,,,,,,,,,1308000
63244,,,,,,,,,,,,,,7500000
63245,,,375000,,,,,,,,,,,
63246,,,,,,,,,,,,2000000,,
63247,,,,,,,,,,,,550000,,
63248,,,,,,,,,,,,16000,,
63249,,,,,,,,,,,,,,
63250,,,,,,,,,,,,,,
63251,,,,,,,,,,,,104730,,
63252,,,,,79296,,,,,,,,,
63253,,,,,,,,,,,,49477,,
63254,,,,,238448,,,,,,,,,
63255,,,,,,,,,,,,,,2500000
63256,,,,,,,,,,,,,,3982605
63257,,,,,,,,,,,,,,11000000
63258,,,,,,,,,,,,,,5000000
63259,,,,,,,,,,,,1000000,,
63260,,,,,,,,,,,,100000,,
63261,,,,,,,,,,,,279792,,
63262,,,,,,,,,,,,600000,,
63263,,,,,,,,,,,,,,
63264,,,,,,,,,,,,450000,,
63265,,,,,,,,,,,,500000,,
63266,,2000,,,,,,,,,,,,
63267,,,,,,,,,,,,,,
63268,,,,,,,,,,,,350000,,
63269,,,,,,,,,,,,,,
63270,,,,,,,,,,,,3000000,,
63271,,,,,,,,,,,,700000,,
63272,,,,,,,,,,,,,,730000
63273,,,,,,,,,,,,,,
63274,,,,,,,,,,,,,,10000000
63275,,1200000,,,,,,,,,,,,
63276,,,,,,,,,,,,,,
63277,,,,,,,,,,,,,,170000
63278,300000,,,,,,,,,,,,,
63279,,,,,,,,,,,,,,
63280,,,,,,,,,,,,20000,,
63281,,,,,,,,,450000000,,,,,
63282,,,,,,,,,,,,,,25000000
63283,,,,,24600000,,,,,,,,,
63284,,,,,,,,,135000044,,,,,
63285,,,,,,,,,,,,,,40000000
63286,,,,,,,,,,,,,,2200000
63287,,,,,,,,,,,,,,38000000
63288,,,,,,,,,,,,,,12000000
63289,,,,,,,,,,,,,,15000000
63290,,,,,,,,,,,,,,14000000
63291,,,,,,,,,,,,,5000000,
63292,,,,,,,,,,,,,,7136000
63293,,,425000,,,,,,,,,,,
63294,,,10000000,,,,,,,,,,,
63295,,,,,,,,,,,,150000,,
63296,,,,,,,,,,,,,,
63297,,,,,,,,,,,,0,,
63298,,,,,,,,,,,,,,
63299,,,,,,,,,,,,,,
63300,,,,,,,,,,,,,,1800000
63301,,,,,,,,,,,,,,3750000
63302,500000,,,,,,,,,,,,,
63303,,,,,,,,,,,,,,675000
63304,,,,,,,,,,,,,,
63305,425000,,,,,,,,,,,,,
63306,,,,,,,,,,,,,,1520000
63307,,,,,,,,,,,,,,8000000
63308,,,,,,,,,,,,,,2635342
63309,,,,,,,,,,,,275000,,
63310,2000000,,,,,,,,,,,,,
63311,,,,,,,,,,,,,,
63312,,,,,,,,,,,,250000,,
63313,,,1050000,,,,,,,,,,,
63314,,,,,,,,,,,,,,1000000
63315,,,,,,,,,,,,2000000,,
63316,,,,,,,,,,,,,,4000000
63317,,,,,,,,,,,,,,2000000
63318,2500000,,,,,,,,,,,,,
63319,,,,,,,,,,,,,,5783042
63320,,,,,,,,,,,,,,5000000
63321,,,,,,,,,,,,3000000,,
63322,,,,,,,,,,,,,,
63323,,,,,,,,,,,,137104,,
63324,,,,,,,,,,,,,,58000000
63325,,,,,,,,,,,,,,20000000
63326,,,,,,,,,,,,,,7000000
63327,,,,,,,,,,,,,,
63328,,,,,,,,,,,,,,2000000
63329,,,,,888708,,,,,,,,,
63330,,,,,586906,,,,,,,,,
63331,,,,,,,,,,,,,,3100000
63332,,,,,,,,,,,,,,3000000
63333,,,,,,,,,,,,,,
63334,,,200000,,,,,,,,,,,
63335,,,,,,,,,,,,,,2342026
63336,,,,,,,,,,,,,388349,
63337,,,,,,,,,,,,,,335000
63338,,,,,,,,,,,,20000,,
63339,,,,,,,,,,,,250000,,
63340,,,,,,,,,,,,,,8450000
63341,,,,,,,,,,,,,,8500000
63342,,,,,,,,,,,,,,10000000
63343,,,,,,,,,,,,204000,,
63344,,,,,,,,,,,,,,33500000
63345,,,,,,,,,,,,,,2416245
63346,,,,,,,,,,,,,,1680000
63347,,,,,,,,,,,,,,3610163
63348,,,,,,,,,,,,,,1000000
63349,,,,,,,,,,,,,,10000000
63350,,,,,,,,,,,,,,520000
63351,,,,,,,,,,,,,,
63352,,,,,,,,,,,,,,
63353,,,,,,,,,,,,79872,,
63354,,,,,,,,,,,,,,
63355,,,,,,,,,,,,,,145000
63356,,,,,,,,,,,,,,5000000
63357,,,,,,,,,,,,,,4000000
63358,,,,,,,,,,,,,,2585114
63359,,,,,,,,,,,,,,4250000
63360,,,,,,,,,,,,,,5534612
63361,,,,,,,,,,,,,,
63362,,,,,,,,,,,,,,1343266
63363,1624255,,,,,,,,,,,,,
63364,,,,,,,,,,,,,,16000000
63365,,,,,,,,,,,,1300000,,
63366,,,,,,,,,,,,,,
63367,,,,,,,,,,,,,,
63368,,,,,,,,,,,,,,1200000
63369,,,,,,,,,,,,,,
63370,,,,,,,,,,,,,,525000
63371,,,,,,,,,,,,100000,,
63372,,,,,,,,,,,,,,
63373,1800000,,,,,,,,,,,,,
63374,,,,,,,,,,,,,,1000000
63375,,,,,,,,,,,,,,5000000
63376,,,,,,,,,,,,,,3400000
63377,,,,,,,,,,,,,,2800000
63378,1400000,,,,,,,,,,,,,
63379,,,,,,,,,,,,,,9500000
63380,,,,,,,,,,,,,,500000
63381,,,,,1500000,,,,,,,,,
63382,,,,,,,,,,,,,,480000
63383,,,,,,,,,,,,,,
63384,,,,,,,,,,,,,,2400000
63385,,,,,,,,,,,,,,7936966
63386,,,300000,,,,,,,,,,,
63387,,1100000,,,,,,,,,,,,
63388,,,,,,,,,,,,,,11000000
63389,,,,,,,,,,,,,,10500000
63390,,,,,,,,,,,,,,12000000
63391,,,,,,,,,,,,,,
63392,,,,,,,,,,,,540000,,
63393,450000,,,,,,,,,,,,,
63394,,,,,,,,,,,,,,225000
63395,,,400000,,,,,,,,,,,
63396,,,,,,,,,,,,,,400000
63397,,,,,,,200000000,,,,,,,
63398,,,,,,,,,,,,,,30000000
63399,,,,,,,,,,,,12000,,
63400,,,,,,,,,,,,115000,,
63401,,,,,,,,,,,,,,5000000
63402,,,,,,,,,,,,,,2788210
63403,,,,,,,,,,,,,,4100000
63404,,,,,,,,,,,,,,2100000
63405,,,,,,,,,,,,,,1000000
63406,,,,,,,,,,,,,,
63407,1000000,,,,,,,,,,,,,
63408,,,,,,,,,,,,,,10000000
63409,,,,,,,,,,,,,,200000000
63410,,,,,,,,,,,,,,200000000
63411,,,,,,,,,,,,250000,,
63412,,,,,,,,,,,,150000,,
63413,,,,,,,,,,,,530000,,
63414,,,,,,,,,,,,,,2000000
63415,,,,,,,,,,,,28000,,
63416,,,,,,,,,,,,,,5000000
63417,,,,,,,,,,,,640000,,
63418,,,,,,,,,,,,,,50000
63419,,,,,,,,,,,,75000,,
63420,,,,,,,,,,,,,,5000000
63421,380152,,,,,,,,,,,,,
63422,,,,,,,,,,,,71942,,
63423,,,,,,,,,,,,,,
63424,,,,,,,,,,,,2300000,,
63425,,,,,,,,,,,,,,8000000
63426,,,,,,,,,,,,,,3000000
63427,300000,,,,,,,,,,,,,
63428,,,,,,,,,3499999,,,,,
63429,,,,,,,,,,,,,,7000000
63430,,,,,,,,,,,,,,25000000
63431,,,,,,,,,,,,,,7000000
63432,,,,,,,,,,,,,,16000000
63433,,,,,,,,,,,,,,14000000
63434,,,,,,,,,,,,,,50000000
63435,,,,,,,,,,,,,,
63436,,,,,,,,,,,,24459,,
63437,,,,,10009,,,,,,,,,
63438,,,,,,,,,,,,,,367500
63439,,,,,,,,,,,,,,3396360
63440,,,,,,,,,,,,1700000,,
63441,,,,,,,,,,,,1007640,,
63442,,,,,,,,,,,,,,3000000
63443,,,,,,,,,,,,,,750000
63444,,,,,,,,,,,,,,
63445,,,,,,,,,,,,,,5000000
63446,,,,,,,,,,,,350000,,
63447,,,,,,,,,,,,,,
63448,,,,,,,,,,,,,,
63449,,,,,,,,,,,,,,15000000
63450,,,,,,,,,,,,,,16343647
63451,,,5000000,,,,,,,,,,,
63452,,,,,,,,,,,,,,21000000
63453,,,,,,,,,,,,,,23956365
63454,,,,,,,,,,,,,,15000000
63455,,,5000000,,,,,,,,,,,
63456,,,,,,,,,,,,,,3000000
63457,,,,,,,,,,,,5000,,
63458,,,,,,,,,,,,,,
63459,,,,,,,,,,,,,,9276878
63460,,,,,,,,,,,,2133950,,
63461,,,,,,,,,,,,,,8100000
63462,,,,,,,,,8000000,,,,,
63463,,,,,,,,,,,,,,
63464,,,,,,,,,,,,,,
63465,,,,,,,,,,,,,,1000000
63466,,,,,,,,,,,,,,1000000
63467,,,,,,,,,125000000,,,,,
63468,,,5000000,,,,,,,,,,,
63469,,,,,,,,,,,,,,25071696
63470,,,,,,,,,,,,,,30000000
63471,,,,,,,,,,,,,,39000000
63472,,,,,,,,,,,,20000,,
63473,,,,,,,,,,130000,,,,
63474,,,,,,,,,,,,,,1597440
63475,,,,,,,,,,,,,,1833883
63476,,,106986,,,,,,,,,,,
63477,,,,,,,,,,,,10200,,
63478,46263,,,,,,,,,,,,,
63479,,,,,,,,,,,,34600,,
63480,,,,,,,,,,,,,,
63481,,,,,,,,,,,,,,12500000
63482,,,,,,,,,,,,,,12000000
63483,,,,,,,,,,,,,,4700000
63484,,,,,,,,,,,,,,250000
63485,,,,,,,,,,,,,,1900000
63486,,,,,,,,,,,,,,1399590
63487,,,,,,,,,,,,,,1500000
63488,,,,,,,,,,,,,,
63489,,,,,,,,,,,,,,26714063
63490,,,,,,,,,,,,,,3500000
63491,,,,,,,,,,,,,,1535000
63492,,,,,,,,,,,,,,9900000
63493,,,,,,,,,,,,,,7000000
63494,,,,,,,,,,,,,,8500000
63495,,,,,,,,,,,,,,18810000
63496,,,,,,,,,,,,,,
63497,,,,,,,,,,,,,,17000000
63498,,,,,,,,,,,,,,
63499,,,,,,,,,,,,,,112500
63500,,,80000,,,,,,,,,,,
63501,,,,,,,,,,,,,,15560000
63502,,,,,,,,,,,,,,44200000
63503,,,,,,,,,,,,,,6533492
63504,,,,,,,,,,,,1350000,,
63505,,,,,,,,,,,,100000,,
63506,,,,,,,,,,,,500000,,
63507,,,,,,,,,,,,,,1500000
63508,,,,,,,,,,,,,,2670000
63509,,,,,,,,,,,,125000,,
63510,,,,,,,,,,,,,,450000
63511,,,,,,,,,,,,,,7000000
63512,,,,,,,,,,,,,,2500000
63513,,,,,10600000,,,,,,,,,
63514,,,,,,,,,,,,,,3500000
63515,,,,,,,,,,,,,,1409621
63516,,,,,,,,,,,,,,8500000
63517,,,,,,,,,,,,,,500000
63518,,,,,,,,,,,,,,6000000
63519,,,,,,,,,2500000,,,,,
63520,,,,,,,,,,,,775000,,
63521,,,,,,,,,,,,1075000,,
63522,,,,,,,,,,,,480000,,
63523,,,,,,,,,,,,,,70000
63524,,,,,,,,,,,,12500,,
63525,,,,,,,,,,,,,,1060000
63526,,,,,,,,,,,,,,2958936
